purchase_date,purchase_price,quantity,total_price,payment_method,shipping_address,shipping_city,shipping_state,shipping_country,shipping_postal_code,product_category,employee_department,transaction_id,customer_id,product_id,employee_id
5/4/2016,266.73,555,1859.02,cash,4112 Raven Road,Mullagh,,Ireland,V31,Food - Snacks,Accounting,13759,526,29,88
2/13/2016,568.75,358,118.62,debit card,3186 David Park,Zhongtong,,China,,Electronics,Sales,13760,155,28,50
7/16/2009,716.61,938,4779.48,debit card,4 Wayridge Lane,Bāft,,Iran,,Photography,Legal,13761,637,74,51
7/18/2016,923.31,467,8717.58,PayPal,41 Jenna Drive,Norak,,Tajikistan,,Toys,Services,13762,366,85,6
9/23/2025,845.11,29,6563.26,PayPal,5129 Esch Trail,Pilot Butte,SK,Canada,N8M,Clothing,Services,13763,566,84,30
8/13/2017,459.49,121,7401.85,credit card,1 Canary Pass,Atlanta,GA,United States,30358,Kitchen,Human Resources,13764,68,10,59
5/8/2021,196.19,951,1917.47,cash,0831 Mcguire Pass,Naurskaya,,Russia,366134,Food,Services,13765,546,14,18
6/12/2008,281.42,196,9546.03,cash,7499 Starling Center,Hedi,,China,,Beauty,Legal,13766,670,54,64
5/23/2022,729.47,711,8472.76,debit card,2798 Gerald Center,Jetaral,,China,,Food - Frozen Foods,Research and Development,13767,246,61,18
2/9/2010,773.8,239,128.42,credit card,1 Hanson Crossing,Bayt Wazan,,Palestinian Territory,,Office,Legal,13768,946,55,58
10/27/2025,531.88,386,4457.59,debit card,275 Burrows Trail,Nanlü,,China,,Health,Sales,13769,779,48,45
8/25/2017,647.45,357,8832.34,debit card,3 Barnett Pass,Doghs,,Armenia,,Office,Support,13770,549,33,35
5/28/2009,388.14,798,1798.76,cash,69937 Hooker Way,Xialiao,,China,,Food - Snacks,Product Management,13771,51,9,93
8/23/2021,641.32,603,1148.39,PayPal,409 Fuller Court,La Libertad,,Honduras,,Food - Breakfast,Product Management,13772,586,68,66
8/9/2005,484.36,286,4964.0,PayPal,56 Pierstorff Parkway,Xiaji,,China,,Health,Product Management,13773,795,91,65
4/29/2006,352.57,31,9311.44,debit card,029 Messerschmidt Way,Vilque Chico,,Peru,,Food - Cheese,Research and Development,13774,316,55,46
5/17/2005,744.44,793,3500.08,debit card,02 Stoughton Center,Lowayu,,Indonesia,,Pets,Product Management,13775,308,36,70
2/21/2002,872.45,961,9581.48,PayPal,10862 Maple Junction,Feteira Grande,42,Portugal,9630-305,Food - Condiments,Engineering,13776,179,51,22
4/30/2017,805.22,378,7912.86,PayPal,9 Reindahl Parkway,Obsharovka,,Russia,445550,Food - Beverages,Legal,13777,763,35,29
10/25/2008,872.34,379,2361.15,cash,0699 Dwight Lane,Ambunti,,Papua New Guinea,,Food - Frozen Foods,Accounting,13778,890,85,4
6/22/2014,88.64,560,328.44,cash,92 Pleasure Lane,Guanfang,,China,,Food - Dairy,Services,13779,617,97,49
6/1/2015,62.49,55,548.84,PayPal,54911 Waubesa Hill,Caucasia,,Colombia,052418,Food - Canned Goods,Human Resources,13780,617,38,94
5/9/2014,588.33,799,9967.79,debit card,717 Raven Trail,Charenton-le-Pont,A8,France,94224 CEDEX,Food - Condiments,Engineering,13781,479,32,78
2/1/2012,761.89,899,5024.65,credit card,39632 Canary Junction,Tyresö,AB,Sweden,135 34,Food - Condiments,Accounting,13782,565,89,33
4/27/2018,954.14,882,9696.14,PayPal,109 Johnson Hill,Changsha,,China,,Travel,Training,13783,484,35,66
7/4/2020,662.81,55,4395.81,credit card,3 Moland Trail,Miedzichowo,,Poland,64-361,Kitchen,Product Management,13784,718,71,25
2/2/2011,609.15,731,7356.25,PayPal,847 Farragut Parkway,Auch,B3,France,32004 CEDEX,Garden,Engineering,13785,790,11,10
6/3/2020,812.61,531,8575.33,credit card,66 Swallow Crossing,Täby,AB,Sweden,183 77,Food - Frozen Foods,Human Resources,13786,533,3,67
7/16/2020,57.08,303,910.36,credit card,325 Westend Drive,Baoshan,,China,,Food - Baking,Product Management,13787,738,57,41
5/27/2013,840.27,768,7780.24,cash,15528 Hanson Circle,Tomilino,,Russia,140074,Food - Condiments,Marketing,13788,535,64,30
5/20/2025,452.36,27,8741.57,PayPal,5402 Helena Trail,Colca,,Peru,,Food - Condiments,Product Management,13789,822,77,71
2/16/2003,419.41,504,2766.43,cash,50 Oneill Hill,Don Carlos,,Philippines,8712,Food - Condiments,Engineering,13790,676,91,85
6/3/2017,642.03,197,5946.52,debit card,8 Rieder Plaza,Agrelo,03,Portugal,4730-300,Toys,Product Management,13791,852,83,52
12/16/2008,390.55,84,7615.39,PayPal,0 Scoville Plaza,Dabagou,,China,,Kitchen,Human Resources,13792,316,27,69
8/27/2016,164.59,400,2267.59,debit card,03 Novick Court,Bardo,,Poland,57-256,Food - Snacks,Training,13793,13,22,35
9/17/2018,802.33,424,1921.97,cash,9130 Valley Edge Junction,Mayahi,,Niger,,Office,Human Resources,13794,381,4,46
7/6/2023,58.92,569,5235.96,credit card,6261 Gateway Drive,Beihe,,China,,Toys,Marketing,13795,450,10,14
1/19/2019,545.46,81,339.14,PayPal,9 6th Court,San Juan,,Philippines,6227,Health,Legal,13796,419,31,51
1/26/2016,20.97,694,9429.8,credit card,51 Graedel Terrace,Kiuteta,,Indonesia,,Clothing - Outerwear,Marketing,13797,633,43,69
4/9/2003,283.29,931,7729.29,PayPal,30 Vahlen Alley,Phu Sang,,Thailand,63120,Home,Training,13798,743,92,95
1/3/2017,233.06,646,6076.42,credit card,4 Katie Terrace,Kryvichy,,Belarus,,Home,Business Development,13799,669,52,11
2/3/2007,334.54,46,2957.86,debit card,26 Sutherland Drive,Vestmanna,,Faroe Islands,355,Gaming,Training,13800,60,54,88
2/4/2012,538.59,582,3031.3,debit card,8 Di Loreto Center,Boticas,17,Portugal,5460-304,Food - Nuts,Engineering,13801,667,15,53
11/5/2009,117.12,226,2764.21,credit card,9472 Coolidge Court,Boaco,,Nicaragua,,Food - Condiments,Services,13802,118,64,36
12/21/2004,893.96,511,1380.08,cash,3 Lyons Circle,Xinjie,,China,,Automotive,Business Development,13803,975,17,39
9/25/2001,845.34,1000,412.44,credit card,5903 Hintze Way,Jaunpiebalga,,Latvia,,Home,Training,13804,837,90,51
12/22/2021,577.35,900,2493.53,cash,73209 Bartillon Alley,Yashan,,China,,Food - Snacks,Product Management,13805,347,57,19
3/26/2014,195.98,351,6118.8,debit card,12095 Shopko Street,Santo Rosario,,Philippines,3114,Home,Business Development,13806,967,19,90
6/15/2023,107.37,794,8578.42,debit card,0 Hollow Ridge Drive,Sairam,,China,,Home,Human Resources,13807,529,60,5
1/1/2009,188.67,30,4848.53,cash,0 Farwell Court,Ambato,,Ecuador,,Food - Pantry,Marketing,13808,236,67,25
6/20/2023,799.97,519,234.92,credit card,58 Petterle Crossing,Iza,,Ukraine,,Food - Snacks,Support,13809,307,15,49
9/19/2024,482.53,468,285.69,debit card,4825 Wayridge Place,Gandu,,Indonesia,,Audio,Services,13810,902,84,85
11/7/2014,257.98,17,8232.81,cash,53996 Hintze Place,Lailunggi,,Indonesia,,Garden,Training,13811,845,71,90
8/30/2010,938.87,284,8708.11,PayPal,73 Union Center,Huangqi,,China,,Pets,Research and Development,13812,597,68,16
5/28/2019,442.27,371,9731.82,debit card,2750 Oak Circle,Daja,,Indonesia,,Food - Frozen Vegetables,Training,13813,122,68,85
8/7/2008,728.93,837,5823.27,credit card,59 Burning Wood Lane,Ratnapura,,Sri Lanka,70000,Food - Condiments,Training,13814,531,28,48
8/7/2015,132.0,842,5244.36,PayPal,7 Montana Court,Sibiti,,Republic of the Congo,,Food - Nuts,Business Development,13815,333,80,66
3/10/2017,461.68,606,499.75,PayPal,0 Eastlawn Circle,Anshun,,China,,Home,Services,13816,550,53,5
11/8/2009,4.88,106,6282.57,cash,48525 Dunning Trail,Nanying,,China,,Fitness,Research and Development,13817,207,44,100
1/1/2023,764.43,959,3460.91,credit card,3 Almo Junction,San Lorenzo,,Guatemala,10007,Food - Produce,Legal,13818,970,96,51
1/29/2008,352.43,292,3278.44,credit card,91 Dunning Drive,Youyang,,China,,Health,Sales,13819,168,23,83
9/15/2007,799.13,781,3827.4,cash,8363 Haas Court,Kruhlaye,,Belarus,,Food - Cereal,Marketing,13820,773,44,42
8/16/2003,506.71,699,3970.05,PayPal,048 Anhalt Trail,Sérvia,,Greece,,Food - Frozen Foods,Legal,13821,463,67,99
10/10/2006,819.34,843,9569.51,PayPal,403 Mallard Alley,Illéla,,Niger,,Food - Snacks,Human Resources,13822,666,41,7
2/9/2000,838.04,16,1449.81,credit card,25361 Ryan Pass,Maronge,,Indonesia,,Outdoor,Legal,13823,438,25,64
12/25/2017,784.92,20,2079.53,credit card,3736 Tennyson Point,Jorowaru Daya,,Indonesia,,Outdoor,Services,13824,618,4,29
10/24/2008,826.32,63,7654.74,PayPal,872 Grim Pass,Saint Cloud,MN,United States,56372,Food - Frozen Desserts,Training,13825,669,16,80
10/28/2024,320.65,268,2915.31,PayPal,90 Golf Course Lane,Shaxi,,China,,Outdoor,Legal,13826,393,100,15
9/16/2013,778.65,453,2414.9,cash,18 Homewood Road,El Realejo,,Nicaragua,,Kitchen,Human Resources,13827,734,77,87
8/16/2019,929.57,299,9590.59,debit card,9886 New Castle Plaza,Brzyska,,Poland,38-212,Food - Baking,Legal,13828,455,76,3
6/26/2007,482.14,584,4737.19,debit card,8490 Browning Avenue,Mingzhong,,China,,Clothing - Tops,Legal,13829,406,71,53
4/28/2002,622.42,757,247.88,debit card,2 Lakewood Gardens Place,Montgomery,AL,United States,36104,Food - Breakfast,Services,13830,697,56,50
10/22/2013,486.32,9,6715.5,debit card,553 Melrose Avenue,Vila de Rei,05,Portugal,6110-176,Office,Sales,13831,942,62,17
11/7/2019,321.93,492,7195.68,debit card,503 La Follette Circle,Kannus,,Finland,69101,Food - Desserts,Services,13832,337,77,29
5/12/2015,948.9,654,6098.92,credit card,990 Gerald Street,Sawang Daen Din,,Thailand,47110,Tools,Engineering,13833,650,95,28
6/13/2018,565.97,245,730.36,cash,695 Oak Valley Center,Yeysk,,Russia,404172,Food - Baking,Engineering,13834,881,31,6
5/20/2000,993.32,598,3495.99,PayPal,857 Express Court,Licheng,,China,,Pets,Product Management,13835,683,55,62
12/12/2025,555.29,416,9275.25,debit card,7 Clemons Center,Velké Karlovice,,Czech Republic,756 06,Clothing - Tops,Services,13836,925,37,52
3/5/2013,875.41,892,5376.92,credit card,6 South Parkway,Banjar Parekan,,Indonesia,,Kitchen,Human Resources,13837,813,26,84
2/18/2003,811.22,541,9623.08,credit card,7490 Lakewood Gardens Center,Mauloo,,Indonesia,,Home,Sales,13838,693,60,75
1/21/2005,798.91,801,8983.46,cash,7463 West Place,Libertad,,Philippines,9021,Food - Prepared Meals,Product Management,13839,910,83,79
3/22/2015,471.39,797,6098.37,debit card,9 Melrose Way,Mbumi,,Tanzania,,Pets,Training,13840,101,41,84
12/10/2012,736.02,628,4233.43,debit card,0 Walton Crossing,Bakuriani,,Georgia,,Food - Frozen Meals,Sales,13841,605,97,2
3/28/2024,222.06,97,175.52,PayPal,17620 Macpherson Plaza,Koupéla,,Burkina Faso,,Toys,Legal,13842,958,67,19
3/2/2017,856.67,340,9825.44,PayPal,6 Annamark Crossing,Siwa Oasis,,Egypt,,Food - Meat,Research and Development,13843,868,42,34
6/12/2024,449.16,745,3333.18,debit card,41209 Fulton Place,Fuxing,,China,,Toys,Human Resources,13844,866,90,21
10/24/2016,400.24,806,1750.85,cash,088 Independence Drive,Singajaya,,Indonesia,,Garden,Services,13845,930,50,40
10/14/2005,92.75,905,3314.78,PayPal,2959 Clemons Terrace,Shaoyang,,China,,Clothing - Accessories,Business Development,13846,861,54,5
6/6/2020,240.0,481,7802.44,cash,70537 Myrtle Court,Pingli,,China,,Clothing - Pants,Training,13847,273,67,17
12/16/2016,496.61,420,1849.17,PayPal,3855 Boyd Pass,Jincheng,,China,,Garden,Human Resources,13848,120,41,17
2/8/2012,83.38,331,7559.89,cash,46436 Pierstorff Lane,Messíni,,Greece,,Food - Dips,Training,13849,453,17,93
8/28/2011,875.57,621,6243.35,credit card,3955 Cambridge Trail,Tutnae,,Indonesia,,Food - Snacks,Training,13850,574,19,37
1/24/2006,654.46,340,8474.11,cash,1 Birchwood Circle,Two Hills,AB,Canada,J9H,Electronics,Sales,13851,734,53,82
9/18/2024,794.05,67,7705.44,debit card,0528 Corben Pass,Paradela,04,Portugal,5210-264,Food - Salads,Training,13852,784,62,91
4/26/2001,129.56,817,6716.99,credit card,63098 Artisan Road,Apartadó,,Colombia,057847,Food - Bakery,Business Development,13853,715,79,39
1/4/2006,594.44,295,4341.99,cash,42 Melody Alley,Kilmacanoge,,Ireland,A98,Home,Accounting,13854,471,61,16
7/19/2018,238.21,779,9949.75,debit card,0833 Declaration Way,Qianjin,,China,,Food - Vegetables,Research and Development,13855,279,23,76
11/1/2025,63.67,772,2416.2,PayPal,94725 Everett Drive,Kagal’nitskaya,,Russia,403538,Food - Baking,Business Development,13856,590,75,84
9/15/2024,151.42,40,6213.22,debit card,27 Porter Park,Honjō,,Japan,369-1201,Home Security,Research and Development,13857,398,99,48
10/6/2006,214.28,503,7119.72,credit card,1 Monument Pass,Ipoh,PRK,Malaysia,30532,Outdoor,Support,13858,31,25,35
1/22/2005,556.43,727,9148.2,credit card,2 Springview Alley,Kushtia,,Bangladesh,7052,Food - Pasta,Marketing,13859,90,58,64
1/11/2014,207.5,623,7014.26,credit card,6 Gateway Lane,Boracéia,,Brazil,17270-000,Food - Dairy Alternatives,Marketing,13860,119,57,57
11/12/2023,741.78,942,8399.73,debit card,48047 Scoville Drive,Sangari,,Indonesia,,Food - Condiments,Marketing,13861,945,85,89
9/24/2014,430.78,422,2200.23,debit card,4587 Rusk Park,Flores da Cunha,,Brazil,95270-000,Home,Engineering,13862,506,96,77
2/5/2010,126.63,18,1168.53,PayPal,8986 Burning Wood Place,Narach,,Belarus,,Clothing - Footwear,Business Development,13863,427,80,38
9/19/2008,759.35,503,5684.94,cash,1 Stephen Road,Kavār,,Iran,,Kitchen,Support,13864,605,22,73
4/18/2013,528.48,668,9851.74,credit card,1300 Buell Parkway,Puerto Berrío,,Colombia,053428,Kitchen,Training,13865,15,26,74
11/14/2019,921.79,611,1824.43,PayPal,58 Straubel Junction,Vicente Guerrero,VER,Mexico,92440,Food - Dairy,Product Management,13866,809,33,69
12/12/2005,221.61,630,3750.49,debit card,25 Grayhawk Lane,Euclides da Cunha,,Brazil,48500-000,Home,Legal,13867,202,29,70
7/10/2014,259.55,765,3450.57,cash,97 Bunting Trail,Kamenica,,Kosovo,,Clothing - Shoes,Human Resources,13868,65,28,18
11/3/2012,698.87,104,3353.73,cash,79887 Dahle Place,Rozkishne,,Ukraine,,Clothing - Tops,Services,13869,953,71,84
4/21/2006,534.33,979,5010.93,cash,85 Drewry Parkway,Gaspar Hernández,,Dominican Republic,11203,Home,Marketing,13870,411,53,29
2/1/2002,819.36,996,3733.94,debit card,554 Kipling Circle,Taiping,,China,,Food - Meat,Human Resources,13871,352,82,56
7/15/2009,56.81,111,2695.9,debit card,1637 Morningstar Plaza,Jiaokou,,China,,Office,Accounting,13872,688,86,38
1/10/2015,582.6,788,8346.35,PayPal,707 Thackeray Park,Tsiroanomandidy,,Madagascar,,Kitchen,Sales,13873,818,26,57
3/8/2005,712.89,920,7855.39,cash,3058 New Castle Park,Río Campo,,Equatorial Guinea,,Food - Snacks,Engineering,13874,277,34,15
12/21/2008,359.8,563,1216.31,debit card,677 Basil Drive,Kitāf,,Yemen,,Clothing - Tops,Business Development,13875,763,11,23
10/19/2006,536.01,469,3185.74,credit card,94 Clemons Circle,Strathmore,AB,Canada,T1P,Clothing,Research and Development,13876,535,80,60
1/10/2024,580.88,954,935.09,PayPal,44 Declaration Plaza,Nieying,,China,,Clothing,Business Development,13877,234,75,10
6/1/2017,371.22,510,8537.91,cash,73 Dawn Circle,Ropice,,Czech Republic,739 61,Food - Snacks,Accounting,13878,914,35,79
8/6/2024,732.61,359,6223.62,PayPal,0 Susan Way,Pásion,,Greece,,Gaming,Legal,13879,528,58,5
5/9/2000,47.0,236,9912.86,PayPal,3255 Blue Bill Park Circle,Brades,,Montserrat,,Food - Meat,Training,13880,565,77,27
11/1/2008,452.17,566,9021.71,debit card,7 Drewry Alley,Lapa,,Brazil,83750-000,Food - Canned Goods,Business Development,13881,943,25,64
10/15/2006,452.76,79,3065.13,PayPal,5 Stoughton Street,Krajan,,Indonesia,,Fitness,Research and Development,13882,404,32,40
9/17/2012,269.32,137,9432.03,credit card,1 Loftsgordon Center,Palenggihan,,Indonesia,,Kitchen,Sales,13883,443,18,40
12/1/2023,195.61,466,4719.18,PayPal,8121 Northview Alley,Sapeken,,Indonesia,,Photography,Human Resources,13884,976,72,8
2/18/2016,425.3,297,3053.24,debit card,401 Elmside Avenue,Valle Grande,,Argentina,4513,Food - Prepared Foods,Services,13885,793,84,18
6/23/2009,664.63,386,1628.67,cash,0355 Fairfield Point,Semeljci,,Croatia,31402,Food - Baking,Marketing,13886,820,17,61
1/5/2018,676.97,735,1351.62,PayPal,578 Messerschmidt Circle,Tanjung Kidul,,Indonesia,,Clothing - Outerwear,Research and Development,13887,196,51,92
10/17/2003,399.47,846,653.32,debit card,127 Main Parkway,Salto,,Argentina,2741,Food - Meal Kits,Accounting,13888,5,33,22
12/6/2019,880.32,538,3431.89,cash,13176 Hallows Hill,Arivonimamo,,Madagascar,,Automotive,Sales,13889,228,35,69
2/8/2003,760.57,923,9695.19,PayPal,3334 Colorado Park,Seget,,Indonesia,,Food - Dairy,Engineering,13890,972,59,43
1/16/2021,273.83,11,396.28,debit card,2 Jenifer Avenue,Mīrpur Māthelo,,Pakistan,63211,Food - Grains,Training,13891,920,85,4
8/2/2015,797.84,552,9330.37,credit card,53481 Glendale Crossing,Vyshhorod,,Ukraine,,Food - Dips,Human Resources,13892,547,15,69
1/14/2020,441.91,180,3816.15,credit card,9 Armistice Center,Rivesaltes,A9,France,66605 CEDEX,Outdoor,Human Resources,13893,554,6,7
2/11/2014,314.09,727,3397.3,credit card,7 Anhalt Point,Faaa,,French Polynesia,,Home,Marketing,13894,577,80,49
3/13/2019,439.5,662,1202.33,PayPal,00 Bellgrove Alley,Wangdain,,China,,Kitchen,Support,13895,889,10,29
11/23/2020,111.59,664,1036.99,PayPal,8341 Atwood Hill,Tudela,,Philippines,7202,Electronics,Engineering,13896,172,27,67
4/26/2003,172.56,627,810.51,debit card,642 West Street,Jianlong,,China,,Food - Dairy Alternatives,Support,13897,594,51,33
8/20/2023,285.35,17,5336.57,debit card,1 Dapin Street,Fanrong,,China,,Electronics,Engineering,13898,604,89,61
6/8/2016,335.23,909,6621.08,debit card,374 Atwood Drive,Guaiúba,,Brazil,61890-000,Food,Human Resources,13899,483,9,14
6/7/2007,184.45,323,6605.48,PayPal,5 Bluejay Way,Lelystad,16,Netherlands,8229,Health,Research and Development,13900,344,51,32
1/1/2011,298.51,669,2465.54,PayPal,58579 Spohn Center,Huantuo,,China,,Clothing,Product Management,13901,95,47,93
11/1/2018,331.32,201,4588.99,PayPal,10426 Pleasure Trail,Svetogorsk,,Russia,188992,Books,Legal,13902,774,70,41
1/10/2023,533.32,409,3478.61,debit card,1 Mccormick Drive,Barbacena,,Brazil,36200-000,Food - Prepared Meals,Human Resources,13903,953,51,63
2/14/2009,363.79,946,8195.28,cash,15087 Myrtle Alley,Brooklyn,,New Zealand,6443,Food - Pasta,Product Management,13904,733,54,31
10/15/2015,611.42,247,5111.5,PayPal,3 Iowa Junction,Rudnogorsk,,Russia,665689,Food - Dairy Alternatives,Business Development,13905,208,53,43
12/31/2008,179.82,474,2594.84,cash,2 Little Fleur Hill,Concepción Tutuapa,,Guatemala,12006,Pets,Services,13906,560,59,75
12/19/2009,643.61,838,2344.89,cash,8651 Tomscot Parkway,Liqi,,China,,Kitchen,Research and Development,13907,766,48,84
9/7/2020,223.44,505,2220.96,debit card,93851 Mockingbird Pass,Montbéliard,A6,France,25204 CEDEX,Food - Meal Kits,Accounting,13908,608,5,76
4/7/2000,420.56,806,8568.93,PayPal,695 Eliot Trail,Huangjin,,China,,Home,Product Management,13909,932,8,37
8/7/2011,341.69,522,9452.97,credit card,01 Tomscot Court,Vũ Quang,,Vietnam,,Music,Engineering,13910,752,21,1
6/21/2004,433.52,886,6239.93,PayPal,8689 Prentice Hill,Daduchuan,,China,,Food - Seafood,Marketing,13911,776,61,82
7/23/2016,835.13,872,5165.09,cash,70 Northfield Junction,Sevaster,,Albania,,Food - Baking,Sales,13912,960,30,46
8/25/2010,560.01,946,9026.83,cash,96441 Brickson Park Point,Saint-Maur-des-Fossés,A8,France,94109 CEDEX,Food - Frozen Foods,Services,13913,244,22,43
8/7/2003,581.81,439,3318.78,debit card,6699 Parkside Crossing,Mayenne,B5,France,53104 CEDEX,Food - Spices,Accounting,13914,593,93,52
6/14/2023,839.49,938,2906.66,PayPal,5620 Barby Court,Wan’an,,China,,Art Supplies,Sales,13915,658,67,84
1/21/2005,49.33,793,7426.25,PayPal,094 Messerschmidt Park,Alderetes,,Argentina,4178,Food - Pasta,Services,13916,902,79,17
11/22/2002,311.94,492,2423.48,PayPal,732 Dorton Circle,Xiadong,,China,,Food - Grains,Support,13917,330,65,88
8/2/2014,88.0,950,3422.86,cash,3 Washington Road,Orël,,Russia,303014,Kitchen,Services,13918,366,39,50
12/7/2011,389.98,678,9399.97,cash,1 Continental Street,Gò Dầu,,Vietnam,,Food - Breakfast,Research and Development,13919,111,89,58
3/6/2005,115.17,605,6148.97,debit card,93347 Claremont Center,Beiwucha,,China,,Food - Condiments,Business Development,13920,615,20,77
10/2/2002,118.02,788,981.94,credit card,20009 Colorado Point,Nîmes,A9,France,30011 CEDEX 4,Food - Grains,Marketing,13921,257,64,70
6/24/2019,856.1,721,4587.22,debit card,207 Golden Leaf Pass,Majalengka,,Indonesia,,Pets,Services,13922,307,73,93
3/26/2019,243.85,545,3931.7,credit card,51 Shopko Parkway,Créteil,A8,France,94946 CEDEX 9,Kitchen,Legal,13923,877,19,42
8/21/2015,146.55,970,6509.39,credit card,535 Gina Point,Sattahip,,Thailand,20180,Food - Baking,Sales,13924,751,88,73
9/27/2005,883.48,339,2283.13,PayPal,79 Iowa Circle,Lilongwe,,Malawi,,Health,Research and Development,13925,915,26,12
9/18/2000,916.43,755,1382.97,credit card,64941 Sutherland Road,Skopje,,Macedonia,1040,Food - Fruits,Services,13926,414,45,86
1/9/2020,554.86,483,8002.57,debit card,1 Granby Center,Xiaoyangqi,,China,,Food - Condiments,Training,13927,818,25,30
2/29/2000,775.66,520,7626.45,cash,199 Glendale Alley,Nowa Dęba,,Poland,39-460,Home,Engineering,13928,839,59,4
3/7/2022,398.18,213,9778.31,debit card,6613 Caliangt Crossing,Marina,,Croatia,21222,Food - Snacks,Support,13929,171,43,88
9/18/2023,780.23,114,4211.74,credit card,84 Logan Trail,Glasnevin,,Ireland,D11,Pets,Research and Development,13930,658,68,13
5/31/2016,209.91,223,3298.96,debit card,2465 Warrior Junction,Timiryazevskoye,,Russia,634510,Food - Snacks,Research and Development,13931,922,16,54
2/6/2020,758.75,939,779.86,credit card,99055 Waxwing Street,Itapaci,,Brazil,76360-000,Kitchen,Training,13932,189,96,15
5/30/2018,659.14,985,9962.37,PayPal,84 Bayside Crossing,Hägersten,AB,Sweden,129 07,Food - Pasta,Human Resources,13933,726,34,76
2/5/2015,353.36,659,8671.45,debit card,06 Knutson Place,Měřín,,Czech Republic,594 42,Food - Snacks,Training,13934,936,75,62
8/15/2012,451.52,212,912.51,debit card,083 Claremont Plaza,Saint-Flour,98,France,15104 CEDEX,Home,Engineering,13935,860,94,34
2/21/2004,334.2,414,1696.79,credit card,81786 Melby Circle,Tytuvėnėliai,,Lithuania,86061,Outdoor,Product Management,13936,670,91,91
4/26/2008,763.15,702,6615.62,cash,9 Petterle Place,Qushi’an,,China,,Books,Legal,13937,666,43,92
9/24/2010,324.91,341,6903.12,PayPal,502 Straubel Center,Vista Alegre,01,Portugal,3830-295,Home,Human Resources,13938,696,47,58
5/7/2020,86.99,753,4495.0,cash,23981 Superior Circle,Otukpa,,Nigeria,,Food - Bakery,Sales,13939,772,60,66
10/9/2024,318.73,319,8394.44,debit card,0397 Jenifer Court,Yefremov,,Russia,301871,Food - Bakery,Support,13940,578,52,86
9/15/2022,878.12,307,5162.92,debit card,380 Ramsey Point,Zlynka,,Ukraine,,Food - Bakery,Marketing,13941,628,87,43
9/28/2000,482.78,265,978.94,debit card,81 Heath Court,Cilegong,,Indonesia,,Kitchen,Support,13942,32,47,12
9/6/2001,665.69,886,9612.76,credit card,39 Shasta Parkway,Greensboro,NC,United States,27409,Kitchen,Product Management,13943,212,90,62
1/5/2018,72.25,288,6383.91,debit card,6 Cody Center,Petit Valley,,Trinidad and Tobago,,Food - Beverages,Product Management,13944,931,63,97
9/23/2019,923.41,365,1969.72,PayPal,5740 Sherman Place,Ledeč nad Sázavou,,Czech Republic,584 01,Food - Snacks,Marketing,13945,416,72,49
1/3/2011,68.02,728,4992.66,PayPal,5940 Huxley Junction,Fuquan,,China,,Food - Health/Protein,Training,13946,179,54,61
7/18/2018,410.78,409,1272.63,credit card,2 Old Gate Drive,Hongyan,,China,,Food - Vegetable,Human Resources,13947,383,90,60
9/19/2003,109.69,706,7653.5,PayPal,595 Stone Corner Drive,Guocun,,China,,Food - Beverages,Services,13948,363,4,52
8/31/2022,77.15,942,7645.34,credit card,1805 Sommers Drive,Châteauroux,A3,France,36029 CEDEX,Pets,Marketing,13949,293,88,30
7/6/2023,484.49,208,5870.33,PayPal,2 Thompson Way,Veternik,,Serbia,,Food - Condiments,Support,13950,823,56,82
9/27/2007,4.55,470,9666.9,cash,94 American Point,Linköping,E,Sweden,582 21,Food - Snacks,Research and Development,13951,820,80,90
10/29/2003,742.99,180,9035.47,PayPal,0906 Oneill Trail,Skogås,AB,Sweden,142 50,Food - Meat,Training,13952,410,1,100
4/13/2007,514.3,330,7574.73,cash,43365 Carpenter Pass,Shlissel’burg,,Russia,187349,Electronics,Accounting,13953,845,56,56
12/22/2012,99.8,116,6851.23,credit card,7620 Graceland Hill,Tāfuna,,American Samoa,96799,Kitchen,Services,13954,23,88,47
3/21/2024,214.67,733,69.37,cash,85 Hollow Ridge Trail,Opi,,Nigeria,,Photography,Training,13955,724,96,25
5/10/2004,368.74,428,5122.16,PayPal,6430 Sachs Center,Salamina,,Colombia,477047,Travel,Business Development,13956,892,58,24
3/15/2009,269.78,452,7043.93,debit card,868 Marquette Parkway,Log pri Brezovici,,Slovenia,1358,Food - Jams & Jellies,Services,13957,124,58,87
4/22/2012,970.46,981,2193.88,credit card,6804 Florence Pass,Pandansari,,Indonesia,,Food - Soups,Engineering,13958,105,48,25
6/30/2009,259.65,143,9306.72,PayPal,63 Straubel Court,Palu,,Indonesia,,Kitchen,Accounting,13959,232,98,67
12/5/2016,336.11,918,1884.01,cash,8527 Pepper Wood Center,Bakıxanov,,Azerbaijan,,Audio,Product Management,13960,467,76,63
10/31/2004,471.55,776,9613.89,PayPal,28454 Anzinger Circle,Wenshui,,China,,Pets,Legal,13961,644,9,51
10/13/2004,26.56,947,3789.73,PayPal,70926 Mayfield Circle,Shiozawa,,Japan,989-0842,Food - Sauces,Training,13962,637,22,90
3/22/2000,32.72,527,8843.36,credit card,89844 Manitowish Hill,Albergaria,06,Portugal,3040-555,Kitchen,Marketing,13963,731,42,41
1/8/2007,832.52,618,7473.3,cash,3116 Coolidge Point,Kanḏay,,Afghanistan,,Fitness,Sales,13964,539,44,65
7/25/2018,634.95,302,7039.39,PayPal,245 Shopko Parkway,Pećigrad,,Bosnia and Herzegovina,,Outdoor,Research and Development,13965,703,16,10
